risk_card_id,risk_entity_id,candidate_id,card_type,card_title,card_level,card_color,horizon,risk_probability_display,card_summary,candidate_reason,is_primary,source_module,evidence_count,suggested_action,user_visible_caveat,created_at,source_detector_name,risk_card_count
card_primary_DFC52F4CCF384D849D053242EA2935F3|YL3300274|ZA12AAN0014010203711|H6,DFC52F4CCF384D849D053242EA2935F3|YL3300274|ZA12AAN0014010203711|H6,DFC52F4CCF384D849D053242EA2935F3|YL3300274|ZA12AAN0014010203711|H6,demand_shape_observation,Observation item,observation,gray,H6,hidden,Selected for observation; not a strong warning.,multi_recall_union_top10|manufacturer_worklist_fill_observation,True,risk_algorithm_core,0,Continue monitoring without treating it as high risk.,Observation item is not high risk.,2025-10-31,,2
card_purchase_interval_overdue_warning_DFC52F4CCF384D849D053242EA2935F3|YL3300274|ZA12AAN0014010203711|H6,DFC52F4CCF384D849D053242EA2935F3|YL3300274|ZA12AAN0014010203711|H6,DFC52F4CCF384D849D053242EA2935F3|YL3300274|ZA12AAN0014010203711|H6,interval_overdue,Purchase interval evidence,observation,gray,H6,hidden,Time since last purchase is above historical rhythm.,over_historical_interval,False,detector,0,Continue monitoring without treating it as high risk.,interval evidence is not a calibrated probability,2025-10-31,purchase_interval_overdue_warning,2
card_primary_9701EFF559DF4862AF18CF0DC1B6962D|YLNS00006477|ZA01BAS0839020103705|H12,9701EFF559DF4862AF18CF0DC1B6962D|YLNS00006477|ZA01BAS0839020103705|H12,9701EFF559DF4862AF18CF0DC1B6962D|YLNS00006477|ZA01BAS0839020103705|H12,one_shot_attention,New terminal attention,attention,gray,H12,hidden,Selected as a new terminal attention item; not recurring churn.,multi_recall_union_top10|manufacturer_worklist_fill_observation,True,risk_algorithm_core,0,Check whether a second purchase can be encouraged.,New terminal attention is not recurring churn probability.,2025-10-31,,4
card_purchase_frequency_fluctuation_warning_9701EFF559DF4862AF18CF0DC1B6962D|YLNS00006477|ZA01BAS0839020103705|H12,9701EFF559DF4862AF18CF0DC1B6962D|YLNS00006477|ZA01BAS0839020103705|H12,9701EFF559DF4862AF18CF0DC1B6962D|YLNS00006477|ZA01BAS0839020103705|H12,frequency_drop,Frequency drop evidence,attention,gray,H12,hidden,Recent purchase frequency is below baseline.,recent_frequency_below_baseline,False,detector,0,Check whether a second purchase can be encouraged.,frequency evidence needs business review,2025-10-31,purchase_frequency_fluctuation_warning,4
card_purchase_quantity_fluctuation_warning_9701EFF559DF4862AF18CF0DC1B6962D|YLNS00006477|ZA01BAS0839020103705|H12,9701EFF559DF4862AF18CF0DC1B6962D|YLNS00006477|ZA01BAS0839020103705|H12,9701EFF559DF4862AF18CF0DC1B6962D|YLNS00006477|ZA01BAS0839020103705|H12,quantity_drop,Quantity change evidence,attention,gray,H12,hidden,Recent quantity is below baseline and needs review.,recent_quantity_below_baseline,False,detector,0,Check whether a second purchase can be encouraged.,quantity evidence is auxiliary and review-required,2025-10-31,purchase_quantity_fluctuation_warning,4
card_new_terminal_detection_9701EFF559DF4862AF18CF0DC1B6962D|YLNS00006477|ZA01BAS0839020103705|H12,9701EFF559DF4862AF18CF0DC1B6962D|YLNS00006477|ZA01BAS0839020103705|H12,9701EFF559DF4862AF18CF0DC1B6962D|YLNS00006477|ZA01BAS0839020103705|H12,new_terminal_attention,New terminal fact,attention,gray,H12,hidden,Object is a new terminal attention item.,one_shot_selected_for_attention,False,detector,0,Check whether a second purchase can be encouraged.,new terminal attention is not recurring churn,2025-10-31,new_terminal_detection,4
card_primary_9701EFF559DF4862AF18CF0DC1B6962D|YL442696|ZA01BAS0839020103705|H12,9701EFF559DF4862AF18CF0DC1B6962D|YL442696|ZA01BAS0839020103705|H12,9701EFF559DF4862AF18CF0DC1B6962D|YL442696|ZA01BAS0839020103705|H12,demand_shape_observation,Observation item,observation,gray,H12,hidden,Selected for observation; not a strong warning.,multi_recall_union_top10|manufacturer_worklist_fill_observation,True,risk_algorithm_core,0,Continue monitoring without treating it as high risk.,Observation item is not high risk.,2025-10-31,,4
card_purchase_interval_overdue_warning_9701EFF559DF4862AF18CF0DC1B6962D|YL442696|ZA01BAS0839020103705|H12,9701EFF559DF4862AF18CF0DC1B6962D|YL442696|ZA01BAS0839020103705|H12,9701EFF559DF4862AF18CF0DC1B6962D|YL442696|ZA01BAS0839020103705|H12,interval_overdue,Purchase interval evidence,observation,gray,H12,hidden,Time since last purchase is above historical rhythm.,over_historical_interval,False,detector,0,Continue monitoring without treating it as high risk.,interval evidence is not a calibrated probability,2025-10-31,purchase_interval_overdue_warning,4
card_purchase_frequency_fluctuation_warning_9701EFF559DF4862AF18CF0DC1B6962D|YL442696|ZA01BAS0839020103705|H12,9701EFF559DF4862AF18CF0DC1B6962D|YL442696|ZA01BAS0839020103705|H12,9701EFF559DF4862AF18CF0DC1B6962D|YL442696|ZA01BAS0839020103705|H12,frequency_drop,Frequency drop evidence,observation,gray,H12,hidden,Recent purchase frequency is below baseline.,recent_frequency_below_baseline,False,detector,0,Continue monitoring without treating it as high risk.,frequency evidence needs business review,2025-10-31,purchase_frequency_fluctuation_warning,4
card_purchase_quantity_fluctuation_warning_9701EFF559DF4862AF18CF0DC1B6962D|YL442696|ZA01BAS0839020103705|H12,9701EFF559DF4862AF18CF0DC1B6962D|YL442696|ZA01BAS0839020103705|H12,9701EFF559DF4862AF18CF0DC1B6962D|YL442696|ZA01BAS0839020103705|H12,quantity_drop,Quantity change evidence,observation,gray,H12,hidden,Recent quantity is below baseline and needs review.,recent_quantity_below_baseline,False,detector,0,Continue monitoring without treating it as high risk.,quantity evidence is auxiliary and review-required,2025-10-31,purchase_quantity_fluctuation_warning,4
card_primary_9701EFF559DF4862AF18CF0DC1B6962D|YL650172|XA12AAF426X001010203705|H6,9701EFF559DF4862AF18CF0DC1B6962D|YL650172|XA12AAF426X001010203705|H6,9701EFF559DF4862AF18CF0DC1B6962D|YL650172|XA12AAF426X001010203705|H6,demand_shape_observation,Observation item,observation,gray,H6,hidden,Selected for observation; not a strong warning.,multi_recall_union_top10|manufacturer_worklist_fill_observation,True,risk_algorithm_core,0,Continue monitoring without treating it as high risk.,Observation item is not high risk.,2025-10-31,,3
card_purchase_frequency_fluctuation_warning_9701EFF559DF4862AF18CF0DC1B6962D|YL650172|XA12AAF426X001010203705|H6,9701EFF559DF4862AF18CF0DC1B6962D|YL650172|XA12AAF426X001010203705|H6,9701EFF559DF4862AF18CF0DC1B6962D|YL650172|XA12AAF426X001010203705|H6,frequency_drop,Frequency drop evidence,observation,gray,H6,hidden,Recent purchase frequency is below baseline.,recent_frequency_below_baseline,False,detector,0,Continue monitoring without treating it as high risk.,frequency evidence needs business review,2025-10-31,purchase_frequency_fluctuation_warning,3
card_purchase_quantity_fluctuation_warning_9701EFF559DF4862AF18CF0DC1B6962D|YL650172|XA12AAF426X001010203705|H6,9701EFF559DF4862AF18CF0DC1B6962D|YL650172|XA12AAF426X001010203705|H6,9701EFF559DF4862AF18CF0DC1B6962D|YL650172|XA12AAF426X001010203705|H6,quantity_drop,Quantity change evidence,observation,gray,H6,hidden,Recent quantity is below baseline and needs review.,recent_quantity_below_baseline,False,detector,0,Continue monitoring without treating it as high risk.,quantity evidence is auxiliary and review-required,2025-10-31,purchase_quantity_fluctuation_warning,3
card_primary_9701EFF559DF4862AF18CF0DC1B6962D|YL511593|XA12AAF426X001010203705|H6,9701EFF559DF4862AF18CF0DC1B6962D|YL511593|XA12AAF426X001010203705|H6,9701EFF559DF4862AF18CF0DC1B6962D|YL511593|XA12AAF426X001010203705|H6,demand_shape_observation,Observation item,observation,gray,H6,hidden,Selected for observation; not a strong warning.,multi_recall_union_top10|manufacturer_worklist_fill_observation,True,risk_algorithm_core,0,Continue monitoring without treating it as high risk.,Observation item is not high risk.,2025-10-31,,2
card_purchase_interval_overdue_warning_9701EFF559DF4862AF18CF0DC1B6962D|YL511593|XA12AAF426X001010203705|H6,9701EFF559DF4862AF18CF0DC1B6962D|YL511593|XA12AAF426X001010203705|H6,9701EFF559DF4862AF18CF0DC1B6962D|YL511593|XA12AAF426X001010203705|H6,interval_overdue,Purchase interval evidence,observation,gray,H6,hidden,Time since last purchase is above historical rhythm.,over_historical_interval,False,detector,0,Continue monitoring without treating it as high risk.,interval evidence is not a calibrated probability,2025-10-31,purchase_interval_overdue_warning,2
card_primary_43B3F24E6895475BA3EA1CD00FA74CE0|YL6589104|ZA04CBH0205010303704|H6,43B3F24E6895475BA3EA1CD00FA74CE0|YL6589104|ZA04CBH0205010303704|H6,43B3F24E6895475BA3EA1CD00FA74CE0|YL6589104|ZA04CBH0205010303704|H6,demand_shape_observation,Observation item,observation,gray,H6,hidden,Selected for observation; not a strong warning.,multi_recall_union_top10|manufacturer_worklist_fill_observation,True,risk_algorithm_core,0,Continue monitoring without treating it as high risk.,Observation item is not high risk.,2025-10-31,,4
card_purchase_interval_overdue_warning_43B3F24E6895475BA3EA1CD00FA74CE0|YL6589104|ZA04CBH0205010303704|H6,43B3F24E6895475BA3EA1CD00FA74CE0|YL6589104|ZA04CBH0205010303704|H6,43B3F24E6895475BA3EA1CD00FA74CE0|YL6589104|ZA04CBH0205010303704|H6,interval_overdue,Purchase interval evidence,observation,gray,H6,hidden,Time since last purchase is above historical rhythm.,over_historical_interval,False,detector,0,Continue monitoring without treating it as high risk.,interval evidence is not a calibrated probability,2025-10-31,purchase_interval_overdue_warning,4
card_purchase_frequency_fluctuation_warning_43B3F24E6895475BA3EA1CD00FA74CE0|YL6589104|ZA04CBH0205010303704|H6,43B3F24E6895475BA3EA1CD00FA74CE0|YL6589104|ZA04CBH0205010303704|H6,43B3F24E6895475BA3EA1CD00FA74CE0|YL6589104|ZA04CBH0205010303704|H6,frequency_drop,Frequency drop evidence,observation,gray,H6,hidden,Recent purchase frequency is below baseline.,recent_frequency_below_baseline,False,detector,0,Continue monitoring without treating it as high risk.,frequency evidence needs business review,2025-10-31,purchase_frequency_fluctuation_warning,4
card_purchase_quantity_fluctuation_warning_43B3F24E6895475BA3EA1CD00FA74CE0|YL6589104|ZA04CBH0205010303704|H6,43B3F24E6895475BA3EA1CD00FA74CE0|YL6589104|ZA04CBH0205010303704|H6,43B3F24E6895475BA3EA1CD00FA74CE0|YL6589104|ZA04CBH0205010303704|H6,quantity_drop,Quantity change evidence,observation,gray,H6,hidden,Recent quantity is below baseline and needs review.,recent_quantity_below_baseline,False,detector,0,Continue monitoring without treating it as high risk.,quantity evidence is auxiliary and review-required,2025-10-31,purchase_quantity_fluctuation_warning,4
card_primary_9701EFF559DF4862AF18CF0DC1B6962D|YL516200|e55aab9b3ee754a3580eded051caa1c2|H6,9701EFF559DF4862AF18CF0DC1B6962D|YL516200|e55aab9b3ee754a3580eded051caa1c2|H6,9701EFF559DF4862AF18CF0DC1B6962D|YL516200|e55aab9b3ee754a3580eded051caa1c2|H6,one_shot_attention,New terminal attention,attention,gray,H6,hidden,Selected as a new terminal attention item; not recurring churn.,multi_recall_union_top10|manufacturer_worklist_fill_observation,True,risk_algorithm_core,0,Check whether a second purchase can be encouraged.,New terminal attention is not recurring churn probability.,2025-10-31,,2
card_new_terminal_detection_9701EFF559DF4862AF18CF0DC1B6962D|YL516200|e55aab9b3ee754a3580eded051caa1c2|H6,9701EFF559DF4862AF18CF0DC1B6962D|YL516200|e55aab9b3ee754a3580eded051caa1c2|H6,9701EFF559DF4862AF18CF0DC1B6962D|YL516200|e55aab9b3ee754a3580eded051caa1c2|H6,new_terminal_attention,New terminal fact,attention,gray,H6,hidden,Object is a new terminal attention item.,one_shot_selected_for_attention,False,detector,0,Check whether a second purchase can be encouraged.,new terminal attention is not recurring churn,2025-10-31,new_terminal_detection,2
card_primary_9701EFF559DF4862AF18CF0DC1B6962D|YL6807600|XA12CBP084X001010403705|H6,9701EFF559DF4862AF18CF0DC1B6962D|YL6807600|XA12CBP084X001010403705|H6,9701EFF559DF4862AF18CF0DC1B6962D|YL6807600|XA12CBP084X001010403705|H6,one_shot_attention,New terminal attention,attention,gray,H6,hidden,Selected as a new terminal attention item; not recurring churn.,multi_recall_union_top10|manufacturer_worklist_fill_observation,True,risk_algorithm_core,0,Check whether a second purchase can be encouraged.,New terminal attention is not recurring churn probability.,2025-10-31,,2
card_new_terminal_detection_9701EFF559DF4862AF18CF0DC1B6962D|YL6807600|XA12CBP084X001010403705|H6,9701EFF559DF4862AF18CF0DC1B6962D|YL6807600|XA12CBP084X001010403705|H6,9701EFF559DF4862AF18CF0DC1B6962D|YL6807600|XA12CBP084X001010403705|H6,new_terminal_attention,New terminal fact,attention,gray,H6,hidden,Object is a new terminal attention item.,one_shot_selected_for_attention,False,detector,0,Check whether a second purchase can be encouraged.,new terminal attention is not recurring churn,2025-10-31,new_terminal_detection,2
card_primary_DFC52F4CCF384D849D053242EA2935F3|YLNS00182544|ZA12AAN0014010103711|H6,DFC52F4CCF384D849D053242EA2935F3|YLNS00182544|ZA12AAN0014010103711|H6,DFC52F4CCF384D849D053242EA2935F3|YLNS00182544|ZA12AAN0014010103711|H6,one_shot_attention,New terminal attention,attention,gray,H6,hidden,Selected as a new terminal attention item; not recurring churn.,multi_recall_union_top10|manufacturer_worklist_fill_observation,True,risk_algorithm_core,0,Check whether a second purchase can be encouraged.,New terminal attention is not recurring churn probability.,2025-10-31,,2
card_new_terminal_detection_DFC52F4CCF384D849D053242EA2935F3|YLNS00182544|ZA12AAN0014010103711|H6,DFC52F4CCF384D849D053242EA2935F3|YLNS00182544|ZA12AAN0014010103711|H6,DFC52F4CCF384D849D053242EA2935F3|YLNS00182544|ZA12AAN0014010103711|H6,new_terminal_attention,New terminal fact,attention,gray,H6,hidden,Object is a new terminal attention item.,one_shot_selected_for_attention,False,detector,0,Check whether a second purchase can be encouraged.,new terminal attention is not recurring churn,2025-10-31,new_terminal_detection,2
card_primary_E50FC20840554CF79ACAEF2582AE63BD|YL220487|0d12fa950dcbcebddf664ad5ed2927d5|H3,E50FC20840554CF79ACAEF2582AE63BD|YL220487|0d12fa950dcbcebddf664ad5ed2927d5|H3,E50FC20840554CF79ACAEF2582AE63BD|YL220487|0d12fa950dcbcebddf664ad5ed2927d5|H3,one_shot_attention,New terminal attention,attention,gray,H3,hidden,Selected as a new terminal attention item; not recurring churn.,multi_recall_union_top10|manufacturer_worklist_fill_observation,True,risk_algorithm_core,0,Check whether a second purchase can be encouraged.,New terminal attention is not recurring churn probability.,2025-10-31,,4
card_purchase_frequency_fluctuation_warning_E50FC20840554CF79ACAEF2582AE63BD|YL220487|0d12fa950dcbcebddf664ad5ed2927d5|H3,E50FC20840554CF79ACAEF2582AE63BD|YL220487|0d12fa950dcbcebddf664ad5ed2927d5|H3,E50FC20840554CF79ACAEF2582AE63BD|YL220487|0d12fa950dcbcebddf664ad5ed2927d5|H3,frequency_drop,Frequency drop evidence,attention,gray,H3,hidden,Recent purchase frequency is below baseline.,recent_frequency_below_baseline,False,detector,0,Check whether a second purchase can be encouraged.,frequency evidence needs business review,2025-10-31,purchase_frequency_fluctuation_warning,4
card_purchase_quantity_fluctuation_warning_E50FC20840554CF79ACAEF2582AE63BD|YL220487|0d12fa950dcbcebddf664ad5ed2927d5|H3,E50FC20840554CF79ACAEF2582AE63BD|YL220487|0d12fa950dcbcebddf664ad5ed2927d5|H3,E50FC20840554CF79ACAEF2582AE63BD|YL220487|0d12fa950dcbcebddf664ad5ed2927d5|H3,quantity_drop,Quantity change evidence,attention,gray,H3,hidden,Recent quantity is below baseline and needs review.,recent_quantity_below_baseline,False,detector,0,Check whether a second purchase can be encouraged.,quantity evidence is auxiliary and review-required,2025-10-31,purchase_quantity_fluctuation_warning,4
card_new_terminal_detection_E50FC20840554CF79ACAEF2582AE63BD|YL220487|0d12fa950dcbcebddf664ad5ed2927d5|H3,E50FC20840554CF79ACAEF2582AE63BD|YL220487|0d12fa950dcbcebddf664ad5ed2927d5|H3,E50FC20840554CF79ACAEF2582AE63BD|YL220487|0d12fa950dcbcebddf664ad5ed2927d5|H3,new_terminal_attention,New terminal fact,attention,gray,H3,hidden,Object is a new terminal attention item.,one_shot_selected_for_attention,False,detector,0,Check whether a second purchase can be encouraged.,new terminal attention is not recurring churn,2025-10-31,new_terminal_detection,4
card_primary_DFC52F4CCF384D849D053242EA2935F3|YL442702|ZA12AAN0014010103711|H12,DFC52F4CCF384D849D053242EA2935F3|YL442702|ZA12AAN0014010103711|H12,DFC52F4CCF384D849D053242EA2935F3|YL442702|ZA12AAN0014010103711|H12,one_shot_attention,New terminal attention,attention,gray,H12,hidden,Selected as a new terminal attention item; not recurring churn.,multi_recall_union_top10|manufacturer_worklist_fill_observation,True,risk_algorithm_core,0,Check whether a second purchase can be encouraged.,New terminal attention is not recurring churn probability.,2025-10-31,,2
card_new_terminal_detection_DFC52F4CCF384D849D053242EA2935F3|YL442702|ZA12AAN0014010103711|H12,DFC52F4CCF384D849D053242EA2935F3|YL442702|ZA12AAN0014010103711|H12,DFC52F4CCF384D849D053242EA2935F3|YL442702|ZA12AAN0014010103711|H12,new_terminal_attention,New terminal fact,attention,gray,H12,hidden,Object is a new terminal attention item.,one_shot_selected_for_attention,False,detector,0,Check whether a second purchase can be encouraged.,new terminal attention is not recurring churn,2025-10-31,new_terminal_detection,2
card_primary_9701EFF559DF4862AF18CF0DC1B6962D|YL3700425|XA12CBP084X001010403705|H6,9701EFF559DF4862AF18CF0DC1B6962D|YL3700425|XA12CBP084X001010403705|H6,9701EFF559DF4862AF18CF0DC1B6962D|YL3700425|XA12CBP084X001010403705|H6,one_shot_attention,New terminal attention,attention,gray,H6,hidden,Selected as a new terminal attention item; not recurring churn.,multi_recall_union_top10|manufacturer_worklist_fill_observation,True,risk_algorithm_core,0,Check whether a second purchase can be encouraged.,New terminal attention is not recurring churn probability.,2025-10-31,,4
card_purchase_frequency_fluctuation_warning_9701EFF559DF4862AF18CF0DC1B6962D|YL3700425|XA12CBP084X001010403705|H6,9701EFF559DF4862AF18CF0DC1B6962D|YL3700425|XA12CBP084X001010403705|H6,9701EFF559DF4862AF18CF0DC1B6962D|YL3700425|XA12CBP084X001010403705|H6,frequency_drop,Frequency drop evidence,attention,gray,H6,hidden,Recent purchase frequency is below baseline.,recent_frequency_below_baseline,False,detector,0,Check whether a second purchase can be encouraged.,frequency evidence needs business review,2025-10-31,purchase_frequency_fluctuation_warning,4
card_purchase_quantity_fluctuation_warning_9701EFF559DF4862AF18CF0DC1B6962D|YL3700425|XA12CBP084X001010403705|H6,9701EFF559DF4862AF18CF0DC1B6962D|YL3700425|XA12CBP084X001010403705|H6,9701EFF559DF4862AF18CF0DC1B6962D|YL3700425|XA12CBP084X001010403705|H6,quantity_drop,Quantity change evidence,attention,gray,H6,hidden,Recent quantity is below baseline and needs review.,recent_quantity_below_baseline,False,detector,0,Check whether a second purchase can be encouraged.,quantity evidence is auxiliary and review-required,2025-10-31,purchase_quantity_fluctuation_warning,4
card_new_terminal_detection_9701EFF559DF4862AF18CF0DC1B6962D|YL3700425|XA12CBP084X001010403705|H6,9701EFF559DF4862AF18CF0DC1B6962D|YL3700425|XA12CBP084X001010403705|H6,9701EFF559DF4862AF18CF0DC1B6962D|YL3700425|XA12CBP084X001010403705|H6,new_terminal_attention,New terminal fact,attention,gray,H6,hidden,Object is a new terminal attention item.,one_shot_selected_for_attention,False,detector,0,Check whether a second purchase can be encouraged.,new terminal attention is not recurring churn,2025-10-31,new_terminal_detection,4
card_primary_9701EFF559DF4862AF18CF0DC1B6962D|YL512123|XA12AAF426X001010203705|H12,9701EFF559DF4862AF18CF0DC1B6962D|YL512123|XA12AAF426X001010203705|H12,9701EFF559DF4862AF18CF0DC1B6962D|YL512123|XA12AAF426X001010203705|H12,demand_shape_observation,Observation item,observation,gray,H12,hidden,Selected for observation; not a strong warning.,multi_recall_union_top10|manufacturer_worklist_fill_observation,True,risk_algorithm_core,0,Continue monitoring without treating it as high risk.,Observation item is not high risk.,2025-10-31,,1
card_primary_9701EFF559DF4862AF18CF0DC1B6962D|YL6807315|XA12AAF426X001010203705|H6,9701EFF559DF4862AF18CF0DC1B6962D|YL6807315|XA12AAF426X001010203705|H6,9701EFF559DF4862AF18CF0DC1B6962D|YL6807315|XA12AAF426X001010203705|H6,one_shot_attention,New terminal attention,attention,gray,H6,hidden,Selected as a new terminal attention item; not recurring churn.,multi_recall_union_top10|manufacturer_worklist_fill_observation,True,risk_algorithm_core,0,Check whether a second purchase can be encouraged.,New terminal attention is not recurring churn probability.,2025-10-31,,4
card_purchase_frequency_fluctuation_warning_9701EFF559DF4862AF18CF0DC1B6962D|YL6807315|XA12AAF426X001010203705|H6,9701EFF559DF4862AF18CF0DC1B6962D|YL6807315|XA12AAF426X001010203705|H6,9701EFF559DF4862AF18CF0DC1B6962D|YL6807315|XA12AAF426X001010203705|H6,frequency_drop,Frequency drop evidence,attention,gray,H6,hidden,Recent purchase frequency is below baseline.,recent_frequency_below_baseline,False,detector,0,Check whether a second purchase can be encouraged.,frequency evidence needs business review,2025-10-31,purchase_frequency_fluctuation_warning,4
card_purchase_quantity_fluctuation_warning_9701EFF559DF4862AF18CF0DC1B6962D|YL6807315|XA12AAF426X001010203705|H6,9701EFF559DF4862AF18CF0DC1B6962D|YL6807315|XA12AAF426X001010203705|H6,9701EFF559DF4862AF18CF0DC1B6962D|YL6807315|XA12AAF426X001010203705|H6,quantity_drop,Quantity change evidence,attention,gray,H6,hidden,Recent quantity is below baseline and needs review.,recent_quantity_below_baseline,False,detector,0,Check whether a second purchase can be encouraged.,quantity evidence is auxiliary and review-required,2025-10-31,purchase_quantity_fluctuation_warning,4
card_new_terminal_detection_9701EFF559DF4862AF18CF0DC1B6962D|YL6807315|XA12AAF426X001010203705|H6,9701EFF559DF4862AF18CF0DC1B6962D|YL6807315|XA12AAF426X001010203705|H6,9701EFF559DF4862AF18CF0DC1B6962D|YL6807315|XA12AAF426X001010203705|H6,new_terminal_attention,New terminal fact,attention,gray,H6,hidden,Object is a new terminal attention item.,one_shot_selected_for_attention,False,detector,0,Check whether a second purchase can be encouraged.,new terminal attention is not recurring churn,2025-10-31,new_terminal_detection,4
card_primary_9701EFF559DF4862AF18CF0DC1B6962D|YL6566347|XA12AAF426X001010203705|H6,9701EFF559DF4862AF18CF0DC1B6962D|YL6566347|XA12AAF426X001010203705|H6,9701EFF559DF4862AF18CF0DC1B6962D|YL6566347|XA12AAF426X001010203705|H6,one_shot_attention,New terminal attention,attention,gray,H6,hidden,Selected as a new terminal attention item; not recurring churn.,multi_recall_union_top10|manufacturer_worklist_fill_observation,True,risk_algorithm_core,0,Check whether a second purchase can be encouraged.,New terminal attention is not recurring churn probability.,2025-10-31,,4
card_purchase_frequency_fluctuation_warning_9701EFF559DF4862AF18CF0DC1B6962D|YL6566347|XA12AAF426X001010203705|H6,9701EFF559DF4862AF18CF0DC1B6962D|YL6566347|XA12AAF426X001010203705|H6,9701EFF559DF4862AF18CF0DC1B6962D|YL6566347|XA12AAF426X001010203705|H6,frequency_drop,Frequency drop evidence,attention,gray,H6,hidden,Recent purchase frequency is below baseline.,recent_frequency_below_baseline,False,detector,0,Check whether a second purchase can be encouraged.,frequency evidence needs business review,2025-10-31,purchase_frequency_fluctuation_warning,4
card_purchase_quantity_fluctuation_warning_9701EFF559DF4862AF18CF0DC1B6962D|YL6566347|XA12AAF426X001010203705|H6,9701EFF559DF4862AF18CF0DC1B6962D|YL6566347|XA12AAF426X001010203705|H6,9701EFF559DF4862AF18CF0DC1B6962D|YL6566347|XA12AAF426X001010203705|H6,quantity_drop,Quantity change evidence,attention,gray,H6,hidden,Recent quantity is below baseline and needs review.,recent_quantity_below_baseline,False,detector,0,Check whether a second purchase can be encouraged.,quantity evidence is auxiliary and review-required,2025-10-31,purchase_quantity_fluctuation_warning,4
card_new_terminal_detection_9701EFF559DF4862AF18CF0DC1B6962D|YL6566347|XA12AAF426X001010203705|H6,9701EFF559DF4862AF18CF0DC1B6962D|YL6566347|XA12AAF426X001010203705|H6,9701EFF559DF4862AF18CF0DC1B6962D|YL6566347|XA12AAF426X001010203705|H6,new_terminal_attention,New terminal fact,attention,gray,H6,hidden,Object is a new terminal attention item.,one_shot_selected_for_attention,False,detector,0,Check whether a second purchase can be encouraged.,new terminal attention is not recurring churn,2025-10-31,new_terminal_detection,4
card_primary_1D93E15EBB9B4F14A1C18E0CD1750A0A|YL331880|ZA16DAP0017010402404|H3,1D93E15EBB9B4F14A1C18E0CD1750A0A|YL331880|ZA16DAP0017010402404|H3,1D93E15EBB9B4F14A1C18E0CD1750A0A|YL331880|ZA16DAP0017010402404|H3,one_shot_attention,New terminal attention,attention,gray,H3,hidden,Selected as a new terminal attention item; not recurring churn.,multi_recall_union_top10|manufacturer_worklist_fill_observation,True,risk_algorithm_core,0,Check whether a second purchase can be encouraged.,New terminal attention is not recurring churn probability.,2025-10-31,,4
card_purchase_frequency_fluctuation_warning_1D93E15EBB9B4F14A1C18E0CD1750A0A|YL331880|ZA16DAP0017010402404|H3,1D93E15EBB9B4F14A1C18E0CD1750A0A|YL331880|ZA16DAP0017010402404|H3,1D93E15EBB9B4F14A1C18E0CD1750A0A|YL331880|ZA16DAP0017010402404|H3,frequency_drop,Frequency drop evidence,attention,gray,H3,hidden,Recent purchase frequency is below baseline.,recent_frequency_below_baseline,False,detector,0,Check whether a second purchase can be encouraged.,frequency evidence needs business review,2025-10-31,purchase_frequency_fluctuation_warning,4
card_purchase_quantity_fluctuation_warning_1D93E15EBB9B4F14A1C18E0CD1750A0A|YL331880|ZA16DAP0017010402404|H3,1D93E15EBB9B4F14A1C18E0CD1750A0A|YL331880|ZA16DAP0017010402404|H3,1D93E15EBB9B4F14A1C18E0CD1750A0A|YL331880|ZA16DAP0017010402404|H3,quantity_drop,Quantity change evidence,attention,gray,H3,hidden,Recent quantity is below baseline and needs review.,recent_quantity_below_baseline,False,detector,0,Check whether a second purchase can be encouraged.,quantity evidence is auxiliary and review-required,2025-10-31,purchase_quantity_fluctuation_warning,4
card_new_terminal_detection_1D93E15EBB9B4F14A1C18E0CD1750A0A|YL331880|ZA16DAP0017010402404|H3,1D93E15EBB9B4F14A1C18E0CD1750A0A|YL331880|ZA16DAP0017010402404|H3,1D93E15EBB9B4F14A1C18E0CD1750A0A|YL331880|ZA16DAP0017010402404|H3,new_terminal_attention,New terminal fact,attention,gray,H3,hidden,Object is a new terminal attention item.,one_shot_selected_for_attention,False,detector,0,Check whether a second purchase can be encouraged.,new terminal attention is not recurring churn,2025-10-31,new_terminal_detection,4
card_primary_F9BDA11C2EE443F49615B9AD6AFBD4AA|YL621899|XJ01CAA040E001010303712|H6,F9BDA11C2EE443F49615B9AD6AFBD4AA|YL621899|XJ01CAA040E001010303712|H6,F9BDA11C2EE443F49615B9AD6AFBD4AA|YL621899|XJ01CAA040E001010303712|H6,demand_shape_observation,Observation item,observation,gray,H6,hidden,Selected for observation; not a strong warning.,multi_recall_union_top10|manufacturer_worklist_fill_observation,True,risk_algorithm_core,0,Continue monitoring without treating it as high risk.,Observation item is not high risk.,2025-10-31,,3
card_purchase_frequency_fluctuation_warning_F9BDA11C2EE443F49615B9AD6AFBD4AA|YL621899|XJ01CAA040E001010303712|H6,F9BDA11C2EE443F49615B9AD6AFBD4AA|YL621899|XJ01CAA040E001010303712|H6,F9BDA11C2EE443F49615B9AD6AFBD4AA|YL621899|XJ01CAA040E001010303712|H6,frequency_drop,Frequency drop evidence,observation,gray,H6,hidden,Recent purchase frequency is below baseline.,recent_frequency_below_baseline,False,detector,0,Continue monitoring without treating it as high risk.,frequency evidence needs business review,2025-10-31,purchase_frequency_fluctuation_warning,3
